id,title,price,link_item,discount_percent,sold_quantity,rating,details
118,adidas Chạy Giày Duramo SL Nam trắng FW7391,1710000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-duramo-sl-nam-trang-fw7391-i664308290.html,5,226,4.2,Ôm vừa Có dây buộc Thân giày bằng vải lưới Cảm giác nhẹ nhàng Giày chạy bộ đa năng Đế giữa công nghệ Lightmotion Lót giày OrthoLite Đế ngoài bằng cao su Sự đa dạng tiếp thêm động lực cho bạn Bất kể là chạy bộ nâng tạ hay tham gia các trận đấu ngẫu hứng đôi giày chạy bộ này đều mang đến sự thoải mái linh hoạt Giày có cấu trúc nhẹ cùng lớp đệm êm như bông Các chi tiết phủ ngoài không đường may nâng đỡ bàn chân trong những pha bứt tốc nhanh hoặc chuyển động ngang
119,adidas Phong cách sống Giày NMD_R1 Unisex trắng HQ4451,2730000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-giay-nmd_r1-unisex-trang-hq4451-i2488058217.html,30,92,4.6,Dáng regular fit Có dây giày Thân giày bằng vải dệt kim Lớp lót bằng vải dệt Đế giữa BOOST Đế ngoài bằng cao su Sợi dệt có chứa 50 chất liệu Parley Ocean Plastic Các nhà thám hiểm thành thị đã sẵn sàng lên đường Đôi giày adidas NMD_R1 này là dành cho bạn Giày mang lại cảm giác thoải mái vượt trội để bạn có thể không ngừng tiến bước và đi theo tiếng gọi của trí tò mò Tất cả là nhờ thân giày bằng vải dệt kim thích ứng và lớp đệm BOOST đàn hồi Là phiên bản đột phá của mẫu giày chạy bộ thập niên 80 đôi giày này có diện mạo thanh thoát và đầy tốc độ phù hợp với mọi outfit và mọi điểm đến
120,adidas Chạy Giày Chạy Bộ EQ21 Nam Xám H68075,2090000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-chay-bo-eq21-nam-xam-h68075-i2662177635.html,5,29,4,Dáng regular fit Có dây giày Thân giày bằng vải lưới kỹ thuật Đệm cổ chân Phần quarter và kẹp ổn định gót bằng TPU Đế giữa Bounce Trọng lượng 584 g size UK 85 Đế ngoài bằng cao su Khi chạy bộ là môn thể thao ưa thích của bạn thì chẳng có gì bằng những buổi chạy hàng ngày Chinh phục cự ly với cảm giác thoải mái tuyệt đối cùng đôi giày adidas này Thân giày thoáng khí đảm bảo đôi chân luôn mát mẻ và khô thoáng khi trời nóng Lớp đệm siêu nhẹ cho mỗi bước chân thêm phần khoan khoái
121,adidas Chạy Giày Questar Nam Màu xanh da trời GY2261,1650000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-questar-nam-mau-xanh-da-troi-gy2261-i2272726447.html,25,347,4.5,Dáng regular fit Có dây giày Thân giày bằng vải dệt Cổ giày lót đệm Geofit Lớp lót bằng vải dệt Đế giữa Bounce Đế ngoài bằng cao su Hôm nào cũng là một ngày tuyệt vời để chạy bộ khi bạn mang đôi giày adidas này Cổ giày lót đệm cho độ ôm vừa vặn và chắc chắn cùng lớp đệm siêu nhẹ bên dưới tăng thêm độ linh hoạt cho sải bước thoải mái từ lúc bàn chân tiếp đất cho tới khi bật lên Làm từ một nhóm chất liệu tái chế thân giày có chứa ít nhất 50 thành phần tái chế Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
122,adidas Chạy Giày Duramo SL 20 Nam Đen HP2376,1350000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-duramo-sl-20-nam-den-hp2376-i2272919701.html,25,378,4.6,Dáng regular fit Có dây giày Thân giày bằng vải lưới ba lớp Các chi tiết phủ ngoài không đường may tạo độ nâng đỡ Gót giày mềm mại Lớp đệm LIGHTMOTION Đế ngoài bằng cao su Khi tập gym buổi sáng làm việc vặt trong ngày hay đi chơi tối cùng bạn bè hãy giữ cho đôi chân bạn luôn thoải mái và đảm bảo phong cách chuẩn chỉnh với đôi giày adidas này Kết hợp cùng chiếc quần short chạy bộ ưa thích bạn sẽ có được phong cách thể thao mà casual Thân giày bằng vải lưới giúp bạn luôn mát mẻ cùng lớp đệm siêu nhẹ nâng niu từng sải bước Làm từ một nhóm chất liệu tái chế thân giày có chứa ít nhất 50 thành phần tái chế Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
123,adidas Phong cách sống Giày Crazychaos 2000 Nam Đen IG4406,1400000,adidas Phong cách sống Giày Crazychaos 2000 Nam Đen IG4406 | Lazada.vn,30,7,3.5,Dáng regular fit Có dây giày Thân giày bằng vải lưới với các chi tiết phủ ngoài bằng da lộn và da tổng hợp Lớp lót bằng vải dệt Đế giữa Cloudfoam Đế ngoài bằng cao su Quay trở lại đầu những năm 2000 Đôi giày sneaker adidas này tái hiện tinh thần vô ưu của thiên niên kỷ mới với những đường cong táo bạo và sự kết hợp nhiều chất liệu đa dạng Lớp đệm Cloudfoam khiến mỗi sải bước đều như đang nhẹ lướt trên mây Đế ngoài bằng cao su bền chắc với độ bám vượt trội hỗ trợ những hành trình phiêu lưu ngẫu hứng của bạn
124,adidas Quần vợt Giày Tennis CourtJam Control Nam trắng ID1538,1800000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-quan-vot-giay-tennis-courtjam-control-nam-trang-id1538-i2325167889.html,25,101,3.8,Dáng regular fit Có dây giày Thân giày bằng vải lưới kỹ thuật Lớp lót bằng vải dệt Đế giữa Bounce Torsion System Đế ngoài Adiwear với vùng chống mài mòn mũi giày Adituff Kìm chân đối thủ theo đúng chiến thuật của bạn với đôi giày adidas giúp bạn kiểm soát thế trận trên mặt sân cứng Đôi giày CourtJam Control này có thân giày bằng vải lưới thoáng khí và đế giữa Bounce thoải mái đảm bảo cho đầu óc bạn luôn tập trung vào cuộc chơi Hệ thống Torsion System ở phần giữa bàn chân giúp bạn kiểm soát các cú trượt cứu bóng và di chuyển sang bên Với thiết kế dựa trên dữ liệu nghiên cứu trong bộ môn quần vợt nam vùng chống mài mòn Adituff bền bỉ giúp bạn chú tâm vào từng cú đánh Làm từ một loạt chất liệu tái chế thân giày có chứa tối thiểu 50 thành phần tái chế Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
125,adidas Bóng đá Giày Đá Bóng Turf X Crazyfast3 Unisex trắng ID9337,1800000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-bong-da-giay-da-bong-turf-x-crazyfast3-unisex-trang-id9337-i2662247292.html,25,57,3.9,Dáng regular fit Có dây giày Thân giày bằng vải dệt có lớp phủ ngoài Đế giữa bằng chất liệu EVA Lớp lót bằng vải dệt Đế ngoài bằng cao su phù hợp với sân cỏ nhân tạo Trận đấu đã kết thúc Không hề Chỉ là đang chờ bạn xoay chuyển Một lần nữa Và lại một lần nữa Bạn muốn khiến đối thủ phải ra sức đoán Thỏa sức phiêu cùng phong cách adidas X Crazyfast Duy trì sự ổn định ở tốc độ tối đa trên mặt cỏ ngắn nhân tạo đôi giày đá bóng này có đế đinh bằng cao su phù hợp sân cỏ nhân tạo và đế giữa EVA mềm mại Được trang bị các lớp gia cố ở đúng những vị trí cần thiết thân giày bằng vải dệt siêu nhẹ có lớp phủ ngoài cùng cổ giày bằng vải dệt kim phẳng đảm bảo ôm chắc đôi chân Làm từ một loạt chất liệu tái chế thân giày có chứa tối thiểu 50 thành phần tái chế Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
126,adidas Phong cách sống Giày Racer TR21 Nam Màu xanh da trời H05765,1900000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-giay-racer-tr21-nam-mau-xanh-da-troi-h05765-i2010414310.html,5,494,4.4,Có dây giày Thân giày bằng vải dệt Cảm giác mềm mại Đế giữa Cloudfoam Lớp lót bằng vải dệt Đế ngoài bằng cao su Mang phong cách thể thao và thoải mái của giày chạy bộ đến cho outfit hàng ngày của bạn với đôi giày adidas này Tự tin sải bước suốt ngày dài nhờ kiểu dáng ôm vừa khít và đế giữa siêu nhẹ nâng niu đôi chân bạn trong từng bước đi Sản phẩm này may bằng vải công nghệ Primegreen thuộc dòng chất liệu tái chế hiệu năng cao Thân giày chứa 50 thành phần tái chế Không sử dụng polyester nguyên sinh
127,adidas Chạy Giày Crazychaos 2000 Nam màu xanh lá IG4352,1400000,adidas Chạy Giày Crazychaos 2000 Nam màu xanh lá IG4352 | Lazada.vn,30,60,4.5,Dáng regular fit Có dây giày Thân giày bằng vải lưới với các chi tiết phủ ngoài bằng da lộn và chất liệu tổng hợp Lớp lót bằng vải dệt Đế giữa Cloudfoam Đế ngoài bằng chất liệu tổng hợp Trải nghiệm cảm giác thoải mái và khẳng định phong cách với đôi giày adidas Crazychaos 2000 Thân giày bằng vải lưới thoáng khí cho đôi chân thông thoáng cùng đế giữa Cloudfoam nâng niu từng sải bước cho cảm giác mềm mại êm ái Bất kể dạo phố hay thư giãn tại quán cà phê yêu thích thiết kế đa năng này kết hợp hoàn hảo với mọi item từ quần jogger đến quần jean
128,adidas Phong cách sống Giày Crazychaos 2000 Nam Xám IG4353,1400000,adidas Phong cách sống Giày Crazychaos 2000 Nam Xám IG4353 | Lazada.vn,30,69,4.6,Dáng regular fit Có dây giày Thân giày bằng vải lưới với các chi tiết phủ ngoài bằng da lộn và chất liệu tổng hợp Lớp lót bằng vải dệt Đế giữa Cloudfoam Đế ngoài bằng chất liệu tổng hợp Trải nghiệm cảm giác thoải mái và khẳng định phong cách với đôi giày adidas Crazychaos 2000 Thân giày bằng vải lưới thoáng khí cho đôi chân thông thoáng cùng đế giữa Cloudfoam nâng niu từng sải bước cho cảm giác mềm mại êm ái Bất kể dạo phố hay thư giãn tại quán cà phê yêu thích thiết kế đa năng này kết hợp hoàn hảo với mọi item từ quần jogger đến quần jean
129,adidas Chạy Giày Alphatorsion 20 Unisex Đen GY0592,2707500,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-alphatorsion-20-unisex-den-gy0592-i2286782575.html,5,547,4,Dáng regular fit Có dây giày Thân giày bằng vải lưới gia công đặc biệt Đế giữa Bounce 360 Torsion System Đế ngoài bằng cao su Quyết tâm với những bài tập bổ trợ Từ chạy nước rút lên dốc hay burpee tới đập dây thừng và bài tập thang dây lặp đi lặp lại Đôi giày chạy bộ adidas này sẽ đồng hành cùng bạn nhờ hệ thống 360º Torsion System hỗ trợ bứt tốc theo mọi hướng Lớp đệm Bounce cho cảm giác nhẹ nhàng và đàn hồi Làm từ một nhóm chất liệu tái chế thân giày có chứa ít nhất 50 thành phần tái chế Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
130,adidas Phong cách sống Giày Questar Flow NXT Nam Màu xanh da trời FY9561,2090000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-giay-questar-flow-nxt-nam-mau-xanh-da-troi-fy9561-i2010393441.html,5,1,4,Dáng regular fit Có dây giày Thân giày bằng vải lưới dệt kim Cảm giác nhẹ nhàng thông thoáng Lớp lót bằng vải dệt Đệm gót giày đúc Đế nguyên khối Cloudfoam Với thiết kế đơn giản và cảm giác thoải mái đôi giày adidas này chính là lựa chọn hàng đầu mỗi ngày của bạn Thân giày bằng vải lưới dệt kim siêu nhẹ và thoáng khí Đế giày Cloudfoam cho cảm giác như đang dạo bước trên mây suốt cả ngày Đệm gót giày đúc tạo độ ổn định
131,adidas Phong cách sống Giày Crazychaos 2000 Nam trắng IH0457,1400000,adidas Phong cách sống Giày Crazychaos 2000 Nam trắng IH0457 | Lazada.vn,30,17,3.6,Dáng regular fit Có dây giày Thân giày bằng vải lưới với các chi tiết phủ ngoài bằng da tổng hợp Lớp lót bằng vải dệt Lớp lót bằng vải dệt Đế giữa Cloudfoam Đế ngoài bằng cao su Tô điểm nét retro cho tủ giày sneaker của bạn Với thân giày bằng vải lưới và các chi tiết phủ ngoài bằng da tổng hợp đôi giày sneaker adidas này mang đến cảm giác thoải mái và nâng đỡ cùng 3 Sọc iconic tô điểm phong cách thể thao Lớp lót mềm mại ôm chân cố định và lớp đệm Cloudfoam giúp bạn di chuyển dễ dàng khắp mọi nơi
132,adidas Phong cách sống Giày Crazychaos 2000 Nam trắng IG4351,1400000,adidas Phong cách sống Giày Crazychaos 2000 Nam trắng IG4351 | Lazada.vn,30,43,3.4,Dáng regular fit Có dây giày Thân giày bằng vải lưới với các chi tiết phủ ngoài bằng da lộn và chất liệu tổng hợp Lớp lót bằng vải dệt Đế giữa Cloudfoam Đế ngoài bằng chất liệu tổng hợp Trải nghiệm cảm giác thoải mái và khẳng định phong cách với đôi giày adidas Crazychaos 2000 Thân giày bằng vải lưới thoáng khí cho đôi chân thông thoáng cùng đế giữa Cloudfoam nâng niu từng sải bước cho cảm giác mềm mại êm ái Bất kể dạo phố hay thư giãn tại quán cà phê yêu thích thiết kế đa năng này kết hợp hoàn hảo với mọi item từ quần jogger đến quần jean
133,adidas Chạy Giày Duramo Speed Nam Xám IF9447,1750000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-solarglide-6-nam-xam-hp7609-i2154743799.html,30,5,3.3,Dáng regular fit Có dây giày Thân giày bằng vải lưới Cảm giác ổn định đàn hồi Lớp lót bằng vải dệt Lớp đệm Lightstrike Trọng lượng 265 gram size UK 85 Đế ngoài Adiwear Thân giày bằng vải lưới kỹ thuật siêu nhẹ và thoáng khí kết hợp cùng đế giữa LIGHTSTRIKE toàn phần cho chuyển động nhanh hơn và đế ngoài bền bỉ được thiết kế dành cho các runner mới bắt đầu và muốn thúc đẩy bản thân vươn lên một tầm cao mới Làm từ một loạt chất liệu tái chế Sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
